event_id,timestamp,source,host,user,src_ip,dst_ip,event_type,url,command_line,file_path,raw_message,ground_truth_stage,host_alias,user_alias,src_ip_alias,dst_ip_alias,url_path_template,query_param_names,command_line_sanitized,file_path_template,query_values_forwarded,raw_message_forwarded,preprocess_tags,text_features
E022,2026-05-20T09:47:00,sysmon,HOST_001,USER_001,,,network_connection,,explorer.exe,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,explorer.exe,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 43, ""language_hint"": ""en""}"
E023,2026-05-20T09:48:00,sysmon,HOST_001,USER_001,,,network_connection,,chrome.exe,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,chrome.exe,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 41, ""language_hint"": ""en""}"
E024,2026-05-20T09:49:00,sysmon,HOST_001,USER_001,,,process_execution,,notepad.exe,{drive}/Temp/normal.log,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,notepad.exe,{drive}/Temp/normal.log,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 61, ""language_hint"": ""en""}"
E025,2026-05-20T09:50:00,sysmon,HOST_001,USER_001,,,process_execution,,explorer.exe,{drive}/Temp/normal.log,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,explorer.exe,{drive}/Temp/normal.log,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 62, ""language_hint"": ""en""}"
E026,2026-05-20T09:51:00,sysmon,HOST_001,USER_001,,,file_access,,explorer.exe,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,explorer.exe,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 43, ""language_hint"": ""en""}"
E027,2026-05-20T09:52:00,sysmon,HOST_001,USER_001,,,process_execution,,notepad.exe,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,notepad.exe,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 42, ""language_hint"": ""en""}"
E028,2026-05-20T09:53:00,sysmon,HOST_001,USER_001,,,network_connection,,explorer.exe,{drive}/Temp/normal.log,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,explorer.exe,{drive}/Temp/normal.log,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 62, ""language_hint"": ""en""}"
E029,2026-05-20T09:54:00,sysmon,HOST_001,USER_001,,,process_execution,,whoami,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,whoami,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 37, ""language_hint"": ""en""}"
E030,2026-05-20T09:55:00,sysmon,HOST_001,USER_001,,,file_access,,chrome.exe,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,chrome.exe,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 41, ""language_hint"": ""en""}"
E031,2026-05-20T09:56:00,sysmon,HOST_001,USER_001,,,process_execution,,whoami,{drive}/Users/{user}/Documents/note.txt,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,whoami,{drive}/Users/{user}/Documents/note.txt,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 71, ""language_hint"": ""en""}"
E032,2026-05-20T09:57:00,sysmon,HOST_001,USER_001,,,file_access,,notepad.exe,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,notepad.exe,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 42, ""language_hint"": ""en""}"
E033,2026-05-20T09:58:00,sysmon,HOST_001,USER_001,,,file_access,,explorer.exe,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,explorer.exe,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 43, ""language_hint"": ""en""}"
E034,2026-05-20T09:59:00,sysmon,HOST_001,USER_001,,,file_access,,explorer.exe,{drive}/Users/{user}/Documents/note.txt,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,explorer.exe,{drive}/Users/{user}/Documents/note.txt,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 77, ""language_hint"": ""en""}"
E035,2026-05-20T10:00:00,sysmon,HOST_001,USER_001,,,file_access,,chrome.exe,,[SUPPRESSED_RAW_MESSAGE],Benign,HOST_001,USER_001,,,,,chrome.exe,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 41, ""language_hint"": ""en""}"
E036,2026-05-20T10:26:00,sysmon,HOST_001,USER_001,,,process_execution,,wmic process call create powershell,,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,wmic process call create powershell,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 89, ""language_hint"": ""en""}"
E037,2026-05-20T10:27:00,sysmon,HOST_001,USER_001,,,process_execution,,powershell -enc [ENCODED_PAYLOAD],,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,powershell -enc [ENCODED_PAYLOAD],,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 44, ""language_hint"": ""en""}"
E038,2026-05-20T10:28:00,sysmon,HOST_001,USER_001,,,process_execution,,wmic process call create powershell,,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,wmic process call create powershell,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 89, ""language_hint"": ""en""}"
E039,2026-05-20T10:29:00,sysmon,HOST_001,USER_001,,,process_execution,,powershell -enc [ENCODED_PAYLOAD],,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,powershell -enc [ENCODED_PAYLOAD],,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 44, ""language_hint"": ""en""}"
E040,2026-05-20T10:30:00,sysmon,HOST_001,USER_001,,,process_execution,,cmd.exe /c whoami,,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,cmd.exe /c whoami,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": true, ""url_count"": 2, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 53, ""language_hint"": ""en""}"
E041,2026-05-20T10:31:00,sysmon,HOST_001,USER_001,,,process_execution,,cmd.exe /c whoami,,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,cmd.exe /c whoami,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": true, ""url_count"": 2, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 53, ""language_hint"": ""en""}"
E042,2026-05-20T10:32:00,sysmon,HOST_001,USER_001,,,process_execution,,powershell Invoke-Expression DownloadString,,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,powershell Invoke-Expression DownloadString,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 39, ""language_hint"": ""en""}"
E043,2026-05-20T10:33:00,sysmon,HOST_001,USER_001,,,process_execution,,powershell -enc [ENCODED_PAYLOAD],,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,powershell -enc [ENCODED_PAYLOAD],,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 44, ""language_hint"": ""en""}"
E044,2026-05-20T10:34:00,sysmon,HOST_001,USER_001,,,process_execution,,powershell -enc [ENCODED_PAYLOAD],,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,powershell -enc [ENCODED_PAYLOAD],,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 44, ""language_hint"": ""en""}"
E045,2026-05-20T10:35:00,sysmon,HOST_001,USER_001,,,process_execution,,powershell Invoke-Expression DownloadString,,[SUPPRESSED_RAW_MESSAGE],Execution,HOST_001,USER_001,,,,,powershell Invoke-Expression DownloadString,,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 39, ""language_hint"": ""en""}"
E046,2026-05-20T10:56:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Users/{user}/.ssh/id_rsa,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Users/{user}/.ssh/id_rsa,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 39, ""language_hint"": ""en""}"
E047,2026-05-20T10:57:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Users/{user}/.env,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Users/{user}/.env,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 64, ""language_hint"": ""en""}"
E048,2026-05-20T10:58:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Users/{user}/Documents/payroll.xlsx,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Users/{user}/Documents/payroll.xlsx,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 100, ""language_hint"": ""en""}"
E049,2026-05-20T10:59:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Users/{user}/.env,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Users/{user}/.env,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 64, ""language_hint"": ""en""}"
E050,2026-05-20T11:00:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Finance/customer_list.xlsx,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Finance/customer_list.xlsx,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 39, ""language_hint"": ""en""}"
E051,2026-05-20T11:01:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Users/{user}/.ssh/id_rsa,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Users/{user}/.ssh/id_rsa,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 39, ""language_hint"": ""en""}"
E052,2026-05-20T11:02:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Finance/customer_list.xlsx,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Finance/customer_list.xlsx,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 39, ""language_hint"": ""en""}"
E053,2026-05-20T11:03:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Users/{user}/.ssh/id_rsa,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Users/{user}/.ssh/id_rsa,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 39, ""language_hint"": ""en""}"
E054,2026-05-20T11:04:00,sysmon,HOST_001,USER_001,,,file_access,,,{drive}/Users/{user}/Documents/payroll.xlsx,[SUPPRESSED_RAW_MESSAGE],Collection,HOST_001,USER_001,,,,,,{drive}/Users/{user}/Documents/payroll.xlsx,False,False,raw_text_suppressed;week15_url_fixed;text_features_added,"{""contains_url"": false, ""url_count"": 0, ""has_urgent_words"": false, ""has_credential_terms"": false, ""has_instruction_like_words"": false, ""encoded_text_detected"": false, ""contains_secret_pattern"": false, ""text_length"": 100, ""language_hint"": ""en""}"
